Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_2.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_DWP_1.raw	E:\FragPipe\ThyDIA\10ngK5\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
Q13895	Q13895		BYSL		377418	171138	149520	420084	409674	429174	416550	418623	425954	203825	446018	179692	454905	193588	432051	166552	215918	224618	190610	189363
Q13907	Q13907		IDI1		204962	135174	135778	197667	285126	232884	243144	260223	265490	137951	295648	135963	275013	156977	284169	158417	153360	197609	187864	183059
Q13948	Q13948		CUX1		24364.9																			
Q13951	Q13951		CBFB		159796	104125	100300	162708	157679	148055	159383	152440	140206	63073.9	117735		155831	55169.8	159726	96230.2	102797	66729.1	91461	80056.7
Q13952	Q13952		NFYC		93026.1	82359	84553.6	91649.4	256336	255734	255337	214562	222152		262665		238760		257524		169045		171008	
Q14004	Q14004		CDK13		39281.4	24996.9	25993.2	32999.7		48708		60075.1												
Q14008	Q14008		CKAP5		329077	202759	212341	328489	471910	456550	479036	471493	469150	352345	436324	269054	461832	302266	445478	303111	262474	369480	204155	326644
Q14011	Q14011		CIRBP		303620	100394	92468	290559	736987	712050	702323	709234	700721	331625	608812	406757	597750	452189	628902	444945	322082	343613	322196	436680
Q14012	Q14012		CAMK1			39829.2	45051.4													121925				
Q14019	Q14019		COTL1		1.04581e+06	1.31838e+06	1.34814e+06	1.05049e+06	1.41666e+06	1.37796e+06	1.47439e+06	1.31403e+06	1.41923e+06	1.57396e+06	1.46222e+06	1.58759e+06	1.42074e+06	1.50929e+06	1.45392e+06	1.54681e+06	1.67072e+06	1.62799e+06	1.70943e+06	1.6623e+06
Q14031	Q14031		COL4A6			31311.4	29993.6																	
Q14061	Q14061		COX17		287613	287741	259100	291980			717879				567779								575177	
Q14103	Q14103		HNRNPD		8.04988e+06	3.38135e+06	4.30044e+06	9.73936e+06	5.00991e+06	4.76454e+06	4.63531e+06	4.61141e+06	5.24735e+06	1.65069e+06	5.36159e+06	2.04723e+06	5.15061e+06	2.21644e+06	5.17533e+06	2.08787e+06	2.17602e+06	1.84442e+06	1.95462e+06	2.04936e+06
Q14108	Q14108		SCARB2		65192.7	294952	313198	76047.1						356734		303440					419446	407172	368022	411588
Q14116	Q14116		IL18		31630.4	673377	650861	22481.9						665977		575806		678200		699489	675221	672958	729833	705563
Q14118	Q14118		DAG1		10777.1	95199	85095.5	7524.59						59017.6		73829.9		63036.2		82491.8	84467.2	94357.3	82145.7	85176.3
Q14119	Q14119		VEZF1		2094.5	5946.34	8004.98																	
Q14134	Q14134		TRIM29			310479	308443							317422		289828		263409		308655	315298	325913	330199	324015
Q14137	Q14137		BOP1		345689	209759	205694	338368	429944	403539	415807	431732	428948	238778	430471	273157	405917	248634	422134	289133	298299	266505	270340	263190
Q14139	Q14139		UBE4A		112422	63259.1	69423.2	121933	77542.4	54414.3	86148.7	63728.2	50069.3		56219.1		78860		75832.9		38494.1			
Q14141	Q14141		SEPTIN6		172987	200908	144963	107430	284931		293063	244503	253487	1.00434e+06	238853	829372		756635	208128	609263	923445	1.0378e+06	825212	875826
Q14145	Q14145		KEAP1		251621	34919.2	21470.6	248354	330186	312032	307106	338280	288380		285343		301280		310998					
Q14146	Q14146		URB2		72262.5	51695.9	53282.9	64985.5	89264.9	75127.7	69464.1	87159.3	66549.6	37556	77936.5	58892	64326.1	92016.6	73798.5	30685.3	77726.8			26254.6
Q14149	Q14149		MORC3		85779.5	27508	27749.4	85165.3	67270.2	65462.1	65869.8	52870.9	58348.1		76010.6		63303.2		50143.9	87542.1		181340		
Q14151	Q14151		SAFB2		886928	543127	617192	814394	1.04407e+06	1.06889e+06	947664	1.05755e+06	1.02979e+06	811723	928160	704970	907080	679754	971460	613758	696871	839865	682167	719473
Q14152	Q14152		EIF3A		1.58955e+06	1.44551e+06	1.60758e+06	1.65403e+06	1.69498e+06	1.70802e+06	1.86713e+06	1.72224e+06	1.69381e+06	1.53972e+06	1.71686e+06	1.47034e+06	1.68081e+06	1.50856e+06	1.72136e+06	1.4584e+06	1.51776e+06	1.59263e+06	1.57059e+06	1.61976e+06
Q14155	Q14155		ARHGEF7		46788.4	62544.8	57226.3	45212.8	100003	87175	80492.4	92992.5			80645.2	89736.8	124104		70852.9	120686		106893		148230
Q14156	Q14156		EFR3A		38808.9	26946.5	28902.1	31615.5			50178.1													
Q14157	Q14157		UBAP2L		439480	390348	374597	434323	627911	598957	617122	657832	608525	503664	635867	501382	630899	502958	599760	475715	521354	491986	516370	551576
Q14160	Q14160		SCRIB		155853	146249	144761	146663	201982	180375	187776	209922	223984	170556	167314	212054	175189	197461	175168	234794	205832	225591	202271	218746
Q14161	Q14161		GIT2		15526.1	17852.3	15492.1	15092.2																
Q14165	Q14165		MLEC		76415.8	1.00756e+06	961129	69189.6						897439		932823		931045		953740	922510	892267	912886	961392
Q14166	Q14166		TTLL12		608672	371216	374498	555774	454379	455407	443468	473683	455893	251315	457612	247326	434077	259372	427550	244263	222718	250141	245134	236777
Q14181	Q14181		POLA2		121159	236776	234608	117954	140304	169167	136662	205428	161181	315959	180875	392180	189343	311729	158657	358574	309254	331173	369068	313442
Q14186	Q14186		TFDP1		206595	119328	124269	192626			230614				199284				157783		268931	227714	246694	
Q14191	Q14191		WRN		56438.6	14405	15099.4	47104.5	88142.6	42228.1		71464.7			56230.7									
Q14192	Q14192		FHL2		103579	144455	131283	100632	82293	87552.6	118759	76785.4	105586	101818	113508	157334			125472	189936	204764	289286	107773	330024
Q14197	Q14197		MRPL58		215152	291942	269192	218794	211170	239939	221820	228936	236958	288603	236517	275081	281559	333589	221798	240322	310736	286569	348078	271109
Q14202	Q14202		ZMYM3		91843.6	86293.9	89841	80214			64660.8				44622									
Q14203	Q14203		DCTN1		391789	520645	485224	458249	545664	561608	610242	590539	589547	509083	607444	640927	573905	548133	531602	522285	582441	532007	531574	533867
Q14204	Q14204		DYNC1H1		1.97022e+06	2.45739e+06	2.46262e+06	1.93192e+06	2.18573e+06	2.11127e+06	2.12422e+06	2.10031e+06	2.11651e+06	2.54156e+06	2.09205e+06	2.59089e+06	2.07296e+06	2.60604e+06	2.15211e+06	2.58016e+06	2.59803e+06	2.67899e+06	2.67473e+06	2.65789e+06
Q14232	Q14232		EIF2B1		235377	233159	226242	250924	278797	294096	265921	264420	286923	241188	279910	264492	280933	270404	300986	231193	235811	243450	217458	209629
Q14240	Q14240		EIF4A2		334144	506541	465587	321734	484396	421731	429271	488521	492231	719370	425327	694595	391413	651175	455210	710821	675342	621968	728009	713887
Q14241	Q14241		ELOA		13761.2	30002.9	26631.1	13392.5						29614.8										
Q14244	Q14244		MAP7		46133.1	845800	793213	40085.9						759531		854693		834810		834100	830285	827508	820371	854314
Q14247	Q14247		CTTN		677280	759767	722658	640812	590325	551381	590155	542022	554039	584877	563298	616012	567971	626304	573684	628374	650145	625934	638337	657580
Q14249	Q14249		ENDOG		134567			121909	117722	128349	132872	115696	129421		152573		164502		124836					
Q14254	Q14254		FLOT2		257144	260767	251027	228181	273008	277042	268796	285000	271510	308014	258536	336555	261217	312458	283476	316366	307774	313429	333808	320396
Q14257	Q14257		RCN2		47810.2	182284	171210	43287.1					79473.1	253033		203213	126105	175446		145202	187440	201935	186730	164694
Q14258	Q14258		TRIM25		335701	532320	530997	360799	394669	429430	401771	361979	396617	582541	440879	639649	422087	601110	366276	648728	615723	618396	601784	631061
Q14289	Q14289		PTK2B		60887.6	41910.2	39194.8	56337.8	156659	146486	144030	140305			95844.7		119137		129723					
Q14315	Q14315		FLNC		699329	347686	157987	676441	831667	792521	781987	805887	785105		777091		796534		784685					
Q14318	Q14318		FKBP8		41247.7	22625.8	21914.5	39850.7	157760	96993.6	142792	145355	173224		153403	194244	132849		154166		49893.5		67507.9	
Q14320	Q14320		FAM50A		116040	123486	143102	135454	135739	104891	178923	126426	85332.2	56557.3	188012		159405		182500	156660	153047	131422	142589	136522
Q14331	Q14331		FRG1		144106	90278.4	86906.6	137400	172385	144558	183921	154584	160243	177742	159603	844831	155651		167146	1.01692e+06	252327	295809	352672	204665
Q14344	Q14344		GNA13		108853	144999	122914	71934.6			238056	223382		156226		475335		224489		252736	293552	211583	153221	287607
Q14353	Q14353		GAMT		41390.8	93280.8	99305.9	54842.6														64493.1	76555.3	69222.7
Q14376	Q14376		GALE		76444.3	36199.7	59964.5	119744	106180	90806.9	125559	100476	57051.8		324675	35317.3	209956		268973				161518	
Q14432	Q14432		PDE3A			226016	214142							222698		220645		188121		208232	201561	219236	209920	224539
Q14444	Q14444		CAPRIN1		1.12745e+06	772342	791647	1.089e+06	1.11865e+06	1.115e+06	1.11272e+06	1.14176e+06	1.08443e+06	642764	1.15825e+06	663486	1.12121e+06	695705	1.12413e+06	669693	669778	720134	739519	749449
Q14457	Q14457		BECN1		12846.4	15797.5	11892.7	11631.8				4542.06												
Q14493	Q14493		SLBP		201762	45284.1	45018.6	195685	189194	222036	201174	194544	204410		196769		209801		177270	29548.2		23552.6		
Q14498	Q14498		RBM39		1.39852e+06	1.00491e+06	1.01384e+06	1.45755e+06	1.51021e+06	1.52769e+06	1.54366e+06	1.51821e+06	1.47455e+06	1.15278e+06	1.5498e+06	1.11076e+06	1.5686e+06	1.05901e+06	1.47733e+06	1.10832e+06	1.14483e+06	1.12929e+06	1.15141e+06	1.1073e+06
Q14527	Q14527		HLTF		154936	73049	63161.1	132546	414115	303836	341342	265783	265654				81919.2	97602.1		82613.7	111008	126307		
Q14542	Q14542		SLC29A2		6157.33	9804.41	9789.57	7118.69																
Q14554	Q14554		PDIA5		130098	173265	173877	122436	145163	216354	151461	185703	140584		177913	244053	215106	487341						
Q14558	Q14558		PRPSAP1		33377	35839.9	48256.8	31382.5	22367.6	26759.2	27460.8	36212.4	18706.3	48774.1	18161.9	44647.7	27191.2	43048.4	36763.7	67300.8	24553.4	41329.4	47286.5	31403.3
Q14562	Q14562		DHX8		14342	21094.2	19625.6	16441.7					38358.6							44094.2				
Q14566	Q14566		MCM6		1.08528e+06	659375	669043	1.07443e+06	1.18255e+06	1.15921e+06	1.18077e+06	1.17211e+06	1.15563e+06	640053	1.18286e+06	674023	1.17649e+06	676434	1.18527e+06	648601	667235	716679	673670	672790
Q14568	Q14568		HSP90AA2P											147960		172896		142081		143525			126876	52537.9
Q14573	Q14573		ITPR3		68140.1	471320	511898							651585		728211		547996		721956	491377	556667	564066	556200
Q14596	Q14596		NBR1		21643.9		30820.8	35219																
Q14624	Q14624		ITIH4		276036	2.50367e+06	2.54623e+06	307412	637454	518451	424740	414247	554881	1.42458e+06	422910	1.36807e+06	507364	1.16466e+06	543412	1.47461e+06	1.88574e+06	1.86128e+06	1.80282e+06	1.93736e+06
Q14643	Q14643		ITPR1			289241	284649							337405		350705		285079		349038	359203	305319	322271	337553
Q14644	Q14644		RASA3		6545.65			11175.3																
Q14651	Q14651		PLS1		43591.4	68991.7	73255.2	52518.9	22950.2	20502.6	19428.6	63533.4			20788.3			149077	22684.5	186887	159246	73796.4		137829
Q14653	Q14653		IRF3		119546		107879	113557																
Q14657	Q14657		LAGE3		128266	166285	146496	101792			38755.2	41079.7			60711.9	80410.9		74909.8	57016.4	68916.5	49230.3	89813.4		26209.5
Q14669	Q14669		TRIP12		225417	208953	219768	207983				235238	282202	381035		359986	236896	386443		365802	349862	422533	410109	363305
Q14671	Q14671		PUM1		274585	196118	238739	298515	375949	310736	370305	298322	278206		384292	246502	372789	237883	305813	327949	221744	202986	205003	283698
Q14676	Q14676		MDC1		132931	79381.8	68342.4	112349	140716	155404	120693	134989	139431		133099		133111	95231.8	144401					
Q14677	Q14677		CLINT1		682180	585531	581091	674680	651458	649722	605433	590080	601624	533300	572114	483962	595244	583439	605455	532957	527638	537392	498504	559420
Q14683	Q14683		SMC1A		631961	700638	749995	622746	816645	760082	815447	772395	812436	762485	783857	816283	791180	809729	825586	777951	814103	768238	879659	786412
Q14684	Q14684		RRP1B		284599	627861	646285	321709	493848	553927	510116	554780	532509	834054	657760	883500	498891	891844	580448	1.00463e+06	936432	993078	1.03829e+06	1.03801e+06
Q14686	Q14686		NCOA6		35253.6	19050.6	18839.1	30343.6																
Q14687	Q14687		GSE1		410702	79571.5	57778.8	385060	479599	393507	411425	324617	366580		494841		387741		372290					
Q14689	Q14689		DIP2A							542355	481209	576622	487726		552845		524244		521132					
Q14690	Q14690		PDCD11		224282	356841	362500	211613	238339	243080	232243	241894	217755	288895	223563	340228	214786	271330	222824	314381	326150	321918	344695	316004
Q14691	Q14691		GINS1		45048.3	70107.3	67705.4	36367.4						382101										
Q14692	Q14692		BMS1		687112	631819	633399	726323	848081	778203	833305	751609	906627	555600	772476	597238	859885	754058	791354	652346	521806	696788	577119	606170
Q14694	Q14694		USP10		947347	459639	440732	1.00784e+06	1.01068e+06	851697	1.05771e+06	921767	934009	492112	828533	558559	818619	625482	795565	526446	562078	487167	429844	531807
Q14696	Q14696		MESD		493597	772385	781929	469660	510999	560797	485991	466057	470376	917415	457960	899912	448487	830805	468273	833483	937995	601556	874514	866981
Q14697	Q14697		GANAB		890455	3.05677e+06	3.04295e+06	936788	927797	903866	884436	911764	905774	2.86027e+06	913124	2.98678e+06	868963	2.88723e+06	930239	2.94791e+06	2.99208e+06	2.88636e+06	3.01414e+06	2.93251e+06
Q14728	Q14728		MFSD10		21713.1	25367.9	23516.8	18512.7		176379		176964		473246		396654	380828	355158		369903	1.02681e+06		790867	868795
Q14738	Q14738		PPP2R5D		82422.2	112260	90514.8	79351.6	94720.6	116533	85137.9	66196.6	75780.5	158582	92239.7	123214	62281.4	114103	51586.2	141818	50207.2	115195	94350.8	94432.3
Q14739	Q14739		LBR		217851	431483	426039	210954	415407	432797	445256	458890	476155	639980	433604	561737	430837	585611	486399	555892	547228	566276	723197	564690
Q14746	Q14746		COG2		90988.9	78574.1	72289.9	93106.2	111205	79816.7	93178.9	104673	105732	81455.4	77772.1	49061.7	101078	79110.9	86909.5	79169.4	72851	75030.9	106298	69858.4
Q14764	Q14764		MVP		188182	247811	251122	203246			178068			370472		294243		386066		441940		183338	346104	330104
Q14781	Q14781		CBX2		29961.9		10041.9	28264							63340.5									
Q14789	Q14789		GOLGB1		25271.1	24002.6	24229.7	25570.4				62212.5												
Q14790	Q14790		CASP8		23310.1	21928	28770.1	27347				5724.06	9965.1											
Q147X3	Q147X3		NAA30		9951.89	19653.5	22996.2	8646.02																
Q14807	Q14807		KIF22		95786.1	62943.5	52791.3	89115.1	106269	136436	116484	107846	108281		117097	66041.9	113608		125707			101596	88345.7	
Q14814	Q14814		MEF2D		21499.5	44635.3	45233.4	24377.5																
Q14839	Q14839		CHD4		486868	577578	594408	483519	547166	560147	562484	516168	562493	559953	561341	560725	551421	582093	519308	584111	590891	581393	591643	576994
Q14847	Q14847		LASP1		805355	834401	797080	812450	860037	847178	854065	900446	918905	908795	787723	857434	844087	862642	875990	876968	854231	875312	890455	906988
Q14914	Q14914		PTGR1			566634	517079							723991		736208		699584		753535	779546	797454	772900	796644
Q14919	Q14919		DRAP1		384259	386715	392823	388233	531506	549849	540606	543805	516105	422071	534020	481397	552488	476087	540008	472919	492261	316191	432255	510898
Q14966	Q14966		ZNF638		134935	102457	95581.5	121984	200428	198127	214869	212494	231572	283377	199086	212469	213327	212743	191397	167305	167573	168409	246528	152898
Q14974	Q14974		KPNB1		2.12057e+06	1.34878e+06	1.59762e+06	2.17357e+06	2.08111e+06	2.05023e+06	2.03352e+06	1.93456e+06	2.11299e+06	1.74782e+06	1.95098e+06	1.6685e+06	2.01031e+06	1.74171e+06	1.83941e+06	1.84765e+06	1.6241e+06	1.68575e+06	1.6239e+06	1.6258e+06
Q14978	Q14978		NOLC1		870715	549673	524913	794607	822851	801600	816558	799161	836989	636275	842511	689359	812850	621482	823295	650321	599875	626446	629766	625697
Q14980	Q14980		NUMA1		951598	1.19745e+06	1.1327e+06	893289	1.01198e+06	1.01106e+06	998103	982243	995143	1.20173e+06	1.02159e+06	1.17507e+06	1.00832e+06	1.1381e+06	988972	1.16953e+06	1.22699e+06	1.13505e+06	1.14136e+06	1.22259e+06
Q14997	Q14997		PSME4		159464	73369.9	66531.2	123093	172981	153792	160999	172561	163409	115169	187816	87023.6	134842	87356.1	144983	106577		97744.5		95575.4
Q14999	Q14999		CUL7		20792.4			19371.1																
Q14BN4	Q14BN4		SLMAP		87991.6	51562.7	31558	17478.5																
Q14C86	Q14C86		GAPVD1		255491	243712	244934	291310	364648	347507	375957	319018	375966	303669	365039	315550	370226	265010	365238	305622	324420	326592	311789	315630
Q14CB8	Q14CB8		ARHGAP19		9244.84			9337.57																
Q14CX7	Q14CX7		NAA25		288859	349298	331183	287711	237089	212263	214463	239220	199814	210833	229927	234264	253977	247204	251365	248769	289145	237817	246554	259895
Q14CZ7	Q14CZ7		FASTKD3		14166.9		6422.05	18479.7																
Q15003	Q15003		NCAPH		237131	181831	169396	217616	263143	273466	261786	280633	256633	224815	264336	193489	253683	194557	256784	187139	198916	244081	217911	174990
Q15004	Q15004		PCLAF		85609.4	26626.3	23206.7	82495	71382.4			106779			87024.9									
Q15005	Q15005		SPCS2		60484.1	382133	337633	69967.8	62766.9					433162		495593		493659		428808	416138	392935	428641	416111
Q15006	Q15006		EMC2		164133	152964	147637	161348	171242	168601	166581	141760	164352	170438	146889	112518	140263	149214	107699	151755	179003	177502	112573	145537
Q15007	Q15007		WTAP		189693	73336.1	70627.1	177662	167191	151315	159400	151443	153104		145594	21974.1	175990		142046				41294	53409.2
Q15008	Q15008		PSMD6		1.00993e+06	658477	656691	1.01731e+06	1.00808e+06	836389	928982	969012	884231	496344	962949	498055	957888	419559	975816	517307	507084	537272	531951	472383
Q15014	Q15014		MORF4L2		140988	155120	133928	130825	178452	234222	274619	208771	218343		230144	230223	227646	266419		197817	180672	165397		215502
Q15018	Q15018		ABRAXAS2		25292.5	57524	45781.6	24580														402505		393935
Q15019	Q15019		SEPTIN2		317649	272630	283145	317066	318115	359701	276818	262277	311116	283103	261778	307674	311914	257247	252411	301734	287858	308575	313999	298730
Q15020	Q15020		SART3		762005	690328	640835	700759	791596	847012	861508	835086	799181	683239	901645	743841	723973	681224	710354	740399	691062	627868	812877	695968
Q15021	Q15021		NCAPD2		304321	272758	271920	308057	350742	360585	334771	377052	346151	372109	351322	352465	340668	312717	357747	332552	355899	363200	341657	342033
Q15022	Q15022		SUZ12		113741	35158.8	33703.3	117749	141701	136413	134132	131612	129054	29828.1	136312	25552.1	111958		123393		51126.7	21481.6		42403.2
Q15024	Q15024		EXOSC7		375980	192917	191187	329990	303571	273454	291963	268494	280352	135138	281760	185988	273185	112736	270996	168002	163873	189731	179695	203200
Q15025	Q15025		TNIP1		45617.9	57790.8	50113.3	41685.1																
Q15029	Q15029		EFTUD2		1.97083e+06	1.32563e+06	1.31836e+06	1.90061e+06	1.8297e+06	1.98263e+06	1.9535e+06	1.85186e+06	1.86519e+06	1.28543e+06	1.88307e+06	1.22662e+06	1.87326e+06	1.32946e+06	1.89391e+06	1.25676e+06	1.34698e+06	1.36826e+06	1.34799e+06	1.35129e+06
Q15031	Q15031		LARS2		123061	132748	117061	117226	210271	228186	214670	255638	238215	188451	221635	170913	280945	188999	200239	123780	189025	189851	198875	183105
Q15032	Q15032		R3HDM1		7885.21	4067.98	3399.51	7139.01																
Q15041	Q15041		ARL6IP1		82818.5	23150.9	22142.2	80668.7	26324.1			58645.3			15433				49429.7					
Q15042	Q15042		RAB3GAP1		153395	84769.3	83986.8	159676	117659	93190	116509	100611	122499	68706	99626.3	18275.6	86303.3		95217.5	73238.1	50091.1	35634.8		61144.4
Q15043	Q15043		SLC39A14		14237.9	28422.9	25570.2	17801.5																
Q15046	Q15046		KARS1		953272	856534	828485	928142	960850	979597	1.03205e+06	998114	973157	809676	1.07541e+06	848217	1.03592e+06	837980	1.04646e+06	815491	851223	872433	900533	845255
Q15047	Q15047		SETDB1		12488.1	14791.2	16562.1	8592.53																
Q15050	Q15050		RRS1		450742	413626	462251	442841	537368	559645	578170	559597	583784	478481	587838	519279	615444	499568	639755	536814	551859	494935	583293	522003
Q15054	Q15054		POLD3		57482.3	161445	170575	64418.9	92946.7	61632.1	56350.7	84978.3	79037.8	184337	66120.4	169682		153547	86312.4	158898	152784	176418	148401	180985
Q15056	Q15056		EIF4H		1.5469e+06	1.13395e+06	1.12895e+06	1.43471e+06	1.29497e+06	1.21707e+06	1.2084e+06	1.27296e+06	1.25951e+06	912128	1.22392e+06	893957	1.2279e+06	987525	1.26501e+06	1.03955e+06	858654	940517	884652	933228
Q15057	Q15057		ACAP2		49520.8	54582.1	53289.1	48296.8	94909.2	110976	100525	107621	119672	242415	87337.9		70309.1		88966.8		216442		169299	268198
Q15058	Q15058		KIF14		121736	56394.8	51951.2	118382	99316.3	162341	102410	155208	129931	148326	144398		129301	89877.7	121113	145854	146229	162221	144586	157615
Q15059	Q15059		BRD3		56582.5	79228.1	74639.7	64114.7	159465		103241				156354		77435.2	95912.4			131011	94089.4		
Q15061	Q15061		WDR43		230839	238424	256292	230679	305163	343421	425841	317659	340476	316692	387793	309640	245849	351215	417043	274499	297039	262874	245364	248108
Q15063	Q15063		POSTN			543444	543418							700477		637178		676103		665713	662895	670056	585251	621741
Q15067	Q15067		ACOX1		138573	282607	278411	133178	191381	143393	121279	150650	155687	292635	120208	286506	117938	279640	115802	302256	284060	232925	245794	214845
Q15070	Q15070		OXA1L		213875	260351	252978	326674	416475	405300	518915	515568	464943	220945	338075	256351	444443	300546	394194	214071	276616	245377	189963	323570
Q15075	Q15075		EEA1		139190	151156	165227	122632	152996	162028	165676	205763	162053	255498	143906	257521	141455	153319	134497	205585	167629	196092	217771	179469
Q15084	Q15084		PDIA6		496289	708503	761592	492357	581315	561439	520228	484752	484101	1.54375e+06	506503	1.48767e+06	442882	1.71385e+06	452930	1.64042e+06	1.35763e+06	1.49342e+06	1.24375e+06	1.4704e+06
Q15102	Q15102		PAFAH1B3		1.43097e+06	197881	229350	1.25528e+06	1.52019e+06	1.50284e+06	1.35635e+06	1.35076e+06	1.49527e+06	165092	1.40775e+06	185286	1.44904e+06	181456	1.46193e+06	172129	180559	167308	148828	154632
Q15121	Q15121		PEA15		99701.7	100700	94565.1	102721	92618.7	85777.4	114340	84051.4	95432.6	90379.3	116376	88165.4	74714.4	71370.9	97659.5	72917.1		94918.3	72644.9	
Q15125	Q15125		EBP		66512.6	409821	615900	90200.6														333049	329444	374616
Q15126	Q15126		PMVK		68134.3	186051	189186	74939.4			35938.6	112475		178375	109603	191046		161946	79219.5	175430	161767	194946	168411	146635
Q15149	Q15149		PLEC		923228	3.60438e+06	3.57784e+06	914280	978636	960338	992095	953851	988001	3.62631e+06	1.00869e+06	3.68178e+06	943636	3.61495e+06	998235	3.68711e+06	3.71119e+06	3.73341e+06	3.75297e+06	3.73229e+06
Q15154	Q15154		PCM1		134845	48028.2	51468.3	132816	123055	114940	117119	120354	124193		121529		133410		116333	81674	113800			
