Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
P61981	P61981		YWHAG		157154	163693	164190	150328	182803	179712	174932	200284	172902	227926	230288	217006	191618	184062	187123	174432	204883	199244	194328	198286	206662	195465	161191	214655		
P62081	P62081		RPS7		245581	223014	262475	260974	220419	224588	236334	304890	248907	308127	314373	313414	301356	324899	310816	318072	319768	326450	326596	324979	269761	285523	287633	268257		
P62136	P62136		PPP1CA		63890.9	61755.1	56062.4	57324.2	83327.4	81022.4	71649.5	56936.3	53291.8	62903.2	60645.3	51842.8	92518.6	78462.3	84047.2	80695.3	76543	100304	47390.1	95497	99840.2	80599.2	76039.1	92207.8		
P62140	P62140		PPP1CB		114282	101109	102192	108097	66948.5	72223.6	78052.3	91184.2	98679.8	83666.4	95942.2	97002.5	82483.5	86114	83270.9	98771.9	76653.2	70850.1	98029.2	85610.4	73232.6	79976.5	97116.4	65533.1		
P62191	P62191		PSMC1		41635.2	35437.5	35792.9	34822	41924.2	37052.4	35094.1	35176.8	35312.8	35513.8	37110.7	32444	38115.3	44683.4	36614.6	35190.2	37350.3	38775.7	41933.7	39316.1	35346.7	36677	35380	35630.2		
P62195	P62195		PSMC5		601535	699787	647806	682939	601927	653088	602078	485893	668829	477617	559552	536551	606121	672014	649402	685500	663597	665858	698500	637047	518340	574540	656142	556143		
P62241	P62241		RPS8		399459	420549	404995	414904	420295	433065	427860	411661	416706	411280	422826	397261	358365	364643	363358	351505	343746	352846	356248	352941	418270	408991	403482	401860		
P62244	P62244		RPS15A		1.01172e+06	1.01848e+06	988360	987588	929550	888640	1.02523e+06	836126	986427	840572	868154	813731	1.01891e+06	921224	923955	873690	933674	899537	936051	938177	645001	687740	682967	686274		
P62249	P62249		RPS16		498531	468816	452505	431184	525121	496765	489568	533393	482917	512221	521178	489499	544783	493278	504931	512658	539028	521504	536515	506107	518634	514624	516264	537579		
P62258	P62258		YWHAE		366357	372169	418317	400837	325741	372603	383032	435580	408941	468941	495070	467735	389416	393263	395027	394102	414606	366150	423923	375674	425938	456896	453786	452036		
P62263	P62263		RPS14		464306	492408	481878	456395	456538	448784	469037	522807	462806	552746	561026	545369	533403	508086	524407	506144	513410	510764	532817	517527	546700	558402	567170	548830		
P62266	P62266		RPS23		110630	124120	108766	128983	126215	115887	120920	129009	117867	130839	131098	136903	126347	136545	125743	130780	132171	130409	129002	128866	131306	121909	121489	135438		
P62269	P62269		RPS18		490047	477053	490659	482667	494133	494455	503129	550050	476744	512579	511964	515496	431676	433832	423286	417914	460907	419155	423519	431181	547420	549302	543531	583520		
P62277	P62277		RPS13		368932	346230	364321	360643	373788	370298	365453	369886	382412	374421	351584	356664	392230	389325	399262	387668	389835	393181	393832	392017	345994	337229	339290	339663		
P62280	P62280		RPS11		280471	300059	290727	291792	292127	288190	291013	301423	290475	293322	302846	298034	309915	294472	310476	295231	297347	308627	307738	297834	299789	288097	279562	297922		
P62304	P62304		SNRPE		41933	40486.6	44179.8	42231.7	67293.8	65146.3	33049.9	53914.7	36667	57508.9	45419.7	54056.5	41034	32849.4	41840.4	35704.3	23088.6	47988.2	42785.5	28641.5	44511.8	44294	43252.7	51079.9		
P62306	P62306		SNRPF		58204.9	40766.4	57294	54711.5	64177.5	49680.9	55130.8	83843.6	62774.4	101704	89424	94718.7	43927.2	44455.2	62955.6	35182.3	53247.4	67653.1	43872.4	45904.5	73087.1	76437.3	81373.4	65973.6		
P62310	P62310		LSM3		50780.5	58274.2	51114.5	46406.5	53826.4	54821.2	51546.6	46004	48769.9	40370.3	48541	46835.3	39403.8	42678.1	43804.5	44870.7	47053.2	43576.3	45811.4	40777.5	47979.3	48806.9	48113.9	50386.3		
P62314	P62314		SNRPD1		45257.3	42952.8	39209.8	45047.6	43966.2	43263.5	52655.4	59920.8	42228.3	57214.3	56502.6	54242.1	55252.3	58077.4	56840	58244.4	47116.9	55075.6	61968.5	56741.6	53527.4	48327.9	49962.7	55049.1		
P62316	P62316		SNRPD2		167080	167166	159276	160395	157342	145305	160227	165882	155900	167821	160236	160140	163308	160404	159480	160365	157687	160892	152706	164685	152592	153835	152976	158505		
P62318	P62318		SNRPD3		170449	170453	170624	171353	165714	165879	160830	206893	176383	209934	215904	214639	195801	184168	172988	185556	194096	185196	187533	183678	188746	172979	187289	187690		
P62328	P62328		TMSB4X		266424	294288	241412	232157	284093	301370	277354	345572	257916	340367	321510	272577	222703	219115	223717	201954	207637	227176	181382	218592	384864	345009	283051	371394		
P62333	P62333		PSMC6		45986.2	44007.2	40762.1	41335	42297.7	43349.9	41667.1	35961.5	41549.2	39292.4	39902.5	35915.2	42173.2	47361.8	44840.9	40881.3	40981.8	42324.1	45012.2	45254.4	31521.9	37327.4	36825.3	40520		
P62424	P62424		RPL7A		496281	513191	487370	491822	506267	528411	534332	494356	489481	503515	504657	483853	492459	481313	474756	464733	479696	476091	490234	491237	490470	490105	494485	510856		
P62491	P62491		RAB11A		119054	114435	119118	120335	110147	108905	116269	130689	114752	130367	132840	128651	131533	130963	132902	135419	129799	134861	133772	129215	124518	129518	125423	135316		
P62495	P62495		ETF1		280656	247503	252847	269755	250074	229050	241421	260465	236122	288011	265920	270420	262553	235455	263594	264508	243651	251734	276677	255231	236620	220348	227358	219351		
P62633	P62633		CNBP		90240.5	91302.6	88726.4	88603.4	92474.4	93819	97417.4	96605.1	97677.7	93036	95455.7	93041.6	80370.7	79093.7	84608	83733	90207.7	80488.4	87856.9	81534.3	104601	95288.3	93057.4	100139		
P62701	P62701		RPS4X		615040	658585	647315	630687	679811	666370	716827	623476	727141	640274	612171	625373	692420	650087	667886	643076	665017	665158	665786	673209	692073	686073	688661	696458		
P62736	P62736		ACTA2		5.72393e+06	6.01095e+06	5.43472e+06	5.46899e+06	6.63484e+06	6.69955e+06	6.31684e+06	7.88467e+06	5.96022e+06	7.72524e+06	7.32144e+06	7.36507e+06	6.06959e+06	5.74073e+06	5.91515e+06	5.79901e+06	5.66203e+06	6.31286e+06	5.49815e+06	6.4153e+06	7.66599e+06	7.49149e+06	6.52307e+06	7.71188e+06		
P62745	P62745		RHOB		23837.3	24974.9	25339.8	30755	42850.3	42480.5	25694	34409.7	27329.7	31387.6	31850.3	33622.9	33134.7	28381.9	31492.2	32929.3	28805.4	31086.9	31156.1	32477.7	29448.3	31731.1	34648.1	28555.4		
P62750	P62750		RPL23A		295435	309847	285414	275970	312752	323434	321176	330587	322002	367866	376304	362333	344682	344860	335404	348593	354476	346479	351096	361595	399342	377851	371620	382861		
P62753	P62753		RPS6		501123	500022	468677	472346	465625	479707	463901	451926	475771	438570	435672	424807	490608	480346	483156	480332	451808	463169	481499	489483	528310	514566	499642	521735		
P62805	P62805		H4-16		1.89604e+07	2.05626e+07	1.92625e+07	1.87468e+07	2.10584e+07	2.05972e+07	2.11444e+07	1.93143e+07	2.06359e+07	1.8888e+07	1.92492e+07	1.85083e+07	1.8315e+07	1.85735e+07	1.82302e+07	1.87782e+07	1.93728e+07	1.89319e+07	1.85271e+07	1.85966e+07	1.98057e+07	1.97718e+07	1.99238e+07	2.10364e+07		
P62820	P62820		RAB1A		119702	107230	126820	104229	89766	95013.4	117473	115351	108468	113012	131708	130777	118278	117453	115992	123611	123300	111281	129276	114045	130252	126055	145875	125752		
P62826	P62826		RAN		868485	873930	847162	888333	879826	875811	934834	990165	1.00102e+06	1.03938e+06	1.02852e+06	1.00623e+06	1.09169e+06	1.05196e+06	1.03778e+06	996143	1.05802e+06	1.01485e+06	1.07921e+06	1.09276e+06	1.12038e+06	1.0342e+06	1.13004e+06	1.11858e+06		
P62829	P62829		RPL23		506415	519685	481558	516054	523231	466811	451021	456631	423922	424827	430953	432957	419548	397220	400283	405541	389389	434549	426605	392438	411440	415225	412194	426950		
P62841	P62841		RPS15		54967	33322.5	76959.2	64663.1	18016.9	34300.9	40531.4	41388.1	68884.2	48811.1	57759	69950.7	38336.2	40091.2	46264.5	46843.8	43139.9	26877.9	56633.6	31739.8	53914.8	67227.5	76299.6	51542.9		
P62847	P62847		RPS24		98396.6	79736.8	99198.5	90194.5	74236.3	89828.3	102620	77490.7	101627	89894.4	95049.5	104557	116388	112749	118370	111133	124598	99362	125163	96558.2	92271.5	114714	129753	107060		
P62851	P62851		RPS25		543530	583763	550198	543813	564677	552007	562841	638657	576334	649678	636780	616431	674000	684447	684160	645125	682662	701657	671592	681134	693628	685422	662874	693904		
P62854	P62854		RPS26		671210	753605	714684	752828	674738	697473	747177	664852	678622	664349	646236	644935	610800	603323	619121	612796	622998	603109	622352	611389	617150	655700	647523	609972		
P62857	P62857		RPS28		210053	207867	215572	202737	225575	223000	223349	246301	216190	254696	244156	226212	224021	218423	223958	221332	222013	218038	215114	230460	218206	201792	210688	227690		
P62861	P62861		FAU		268382	274735	261882	253219	278069	272772	301960	253408	281820	253453	278252	248350	243783	251170	257160	248340	279444	261109	279535	275234	213081	221825	218314	223879		
P62873	P62873		GNB1		25818.3	23905.6	25363.8	26536.7	26708.8	27693.5	25502.7	45112.7	24403.1	43438.1	42743.6	49365.5	35273.7	33211.1	41540.1	41192.7	30239.9	35730	38926.1	36590	28529.8	26861	27726.6	27087.9		
P62879	P62879		GNB2		90045.8	82713.1	86534.6	82925.3	89666.1	85136.2	89245.5	91420.6	86951.2	101219	91323.4	93767.5	115723	106091	111064	110028	108527	112585	104809	109933	120981	115041	103522	111255		
P62888	P62888		RPL30		420872	439334	433089	433595	471383	432734	471448	464556	443616	498016	499863	488742	432943	431650	442176	423929	433955	430557	420729	447766	540059	523411	544681	530450		
P62899	P62899		RPL31		815750	950393	758611	733147	1.04987e+06	974685	929908	736367	741968	698769	625259	526205	748760	655320	709211	642979	599133	824367	538310	751926	864637	712359	586628	778303		
P62906	P62906		RPL10A		539982	531250	521359	539059	508621	523670	536624	560667	561153	566126	553721	535993	469848	489978	478885	481194	469252	476666	468941	497168	502854	488745	503274	503475		
P62910	P62910		RPL32		83919.8	92373.6	86279.1	85155.9	77160	76794.7	84831	83202.3	86872.1	101319	98424.2	93689.4	105612	105752	104315	106515	108629	109030	107296	104292	109670	103037	98433.6	109583		
P62913	P62913		RPL11		541150	547876	550189	555240	520322	526239	566852	627981	556059	664155	643658	649426	607379	601839	611162	600262	599150	614538	619626	610572	642753	625956	638212	656574		
P62917	P62917		RPL8		599055	654443	639711	594961	621412	636137	656478	592723	600490	586684	586422	563949	538956	560023	531556	541429	541966	558847	551993	550221	621069	633244	586841	627433		
P62937	P62937		PPIA		1.0075e+06	998657	932837	961921	867351	966916	988319	991324	983657	1.09926e+06	1.0481e+06	980319	1.11779e+06	1.09877e+06	1.09244e+06	1.02394e+06	1.07822e+06	1.08302e+06	1.0736e+06	1.11379e+06	1.13301e+06	1.10359e+06	1.04793e+06	1.10913e+06		
P62942	P62942		FKBP1A		122237	134607	114843	122474	118993	114033	115866	126057	119254	125264	125894	132518	122730	118499	121322	121128	125404	123893	118424	120559	142091	140755	143944	143171		
P62995	P62995		TRA2B		61406.1	48219.1	67618.5	77621.4	49593.6	56498.5	60210.5	34941.5	76041.1	48919.8	56024.2	54727	46373.1	50816.8	53664.6	55305.1	67507	40308.7	74031.2	46900.1	39945.7	55091.1	59238.3	44993.5		
P63000	P63000		RAC1		52623.3	54455.4	48896.3	50152.4	54687.8	51493.7	54307	57785	56631.3	48138.7	47818.4	41795.4	49254.4	52043.1	53717.2	49537	52311.4	54242.9	55649.5	50295.2	56406.2	60464	59209.1	60688.4		
P63010	P63010		AP2B1		135911	143611	102776	122176	130993	129483	100345	84968.3	120249	77467.1	106364	92632.8	105274	111862	124211	115100	120764	119191	121060	114737	80580.5	74336.5	74214.6	72714.1		
P63104	P63104		YWHAZ		2.17571e+06	2.05325e+06	2.23572e+06	2.34625e+06	2.14933e+06	2.01587e+06	2.1621e+06	2.3124e+06	2.22897e+06	2.38e+06	2.45252e+06	2.44588e+06	2.12105e+06	2.04708e+06	2.08004e+06	2.08009e+06	2.22726e+06	1.88207e+06	2.19163e+06	1.97287e+06	2.51893e+06	2.54775e+06	2.51522e+06	2.48965e+06		
P63151	P63151		PPP2R2A		30427.9	26687.5	24790.3	31740	26881.1	23352.2	25598.4	21945.7	26875.8	21774	24508.8	22764.6	17067.1	28340.3	22250.5	20947	21563.6	22733	23577.1	24353	33142.2	31508.2	35017.7	31103.7		
P63173	P63173		RPL38		442243	424883	409711	401314	426073	374949	426956	434848	398318	426948	409563	432918	451256	440434	474206	457206	428607	441462	483599	459297	429866	489628	457106	492813		
P63208	P63208		SKP1		61608	60618.3	51864.6	57447.3	65623.8	67022.7	61668.1	67934.8	57870.9	68564.8	67128.1	59517.8	54495.8	49964.8	53805.6	50845.6	49824.5	52921.1	49551.9	46253.6	66851.7	56405.8	55436.8	54009		
P63220	P63220		RPS21		377365	306906	390279	368106	277322	324935	333087	379993	399095	408137	446935	459116	352973	378001	335644	361784	409626	303717	404576	305113	350798	413008	408073	399358		
P63241	P63241		EIF5A		582788	639097	578495	542769	642640	684503	619809	675539	610504	713764	666434	641951	713190	623915	708830	686882	641392	638618	607057	648612	780191	708148	640392	737407		
P63244	P63244		RACK1		422908	395961	447011	430464	363811	366880	403375	387127	421208	402163	389186	405293	388412	362677	382538	381509	376103	366980	386399	363854	413691	419076	433504	416487		
P63313	P63313		TMSB10		877272	828713	874050	827299	845359	921092	905629	1.27175e+06	921544	1.28826e+06	1.33667e+06	1.19037e+06	1.00507e+06	954457	967400	924831	1.00077e+06	979920	986365	940252	1.1786e+06	1.16435e+06	1.0409e+06	1.19722e+06		
P67775	P67775		PPP2CA		85434.4	77717.3	74455.3	74127.4	75297.3	75217.8	81773.1	78282		78959	78283.4	75984.1	62937.2	66509.6	61033.5	61044.5	61832.6		62395.4	60235.8	51804	50752.8	57919.1	55354.9		
P67809	P67809		YBX1		45467.1	48499.7	47194.1	43177.3	57064.8	49235.5	47744.4	73355.6	50409.7	71809.4	69939.7	73554.1	47441.5	51608.5	52500	52404.1	59284.8	50546	49256.5	53388.2	67507.8	57865.1	54907.8	64327.2		
P67812	P67812		SEC11A		44003.8	37418	34477	37986.5	37212.6	38810.4	45216.5	33904.3	32495.6	32533.9	35379.4	33932.2	33996.1	33567.9	30939.9	30917	37067.8	36197.7	31253.1	36768.7	41877.4	39854.2	36297.5	39286.5		
P67936	P67936		TPM4		239683	237343	228805	232574	239561	239940	256278	246523	239880	250676	265647	247594	239712	239345	232236	235614	246843	249223	230647	238755	219617	219762	226292	226412		
P68104	P68104		EEF1A1		4.42627e+06	4.39058e+06	4.35077e+06	4.30675e+06	4.58003e+06	4.55843e+06	4.72446e+06	4.98551e+06	4.52195e+06	4.74139e+06	4.85748e+06	4.72281e+06	4.51498e+06	4.47967e+06	4.37162e+06	4.45411e+06	4.52118e+06	4.34573e+06	4.49467e+06	4.40094e+06	5.00372e+06	4.80179e+06	4.58043e+06	4.90287e+06		
P68363	P68363		TUBA1B		951677	860584	834932	1.08758e+06	960193	778136	790958	984388	688396	942386	952704	901914	962601	919873	981232	949871	947698	1.02525e+06	966504	959188	752583	843813	678123	875170		
P68366	P68366		TUBA4A		635965	622898	599370	589652	653705	644028	652184	647983	626253	670047	677985	625487	617582	619406	636519	606568	630878	628905	618681	632271	599894	648841	584762	653075		
P68371	P68371		TUBB4B		304485	304084	307490		341256	300795	312650	306223	288039	322337	345568	319754	253266			265473	272756		286102	287397	501522	381611	413985	424021		
P68400	P68400		CSNK2A1		25548	34774.2	28180.3	24206.2	25545.6	23897	30109.4	32692	30118.5	30482.5	38088.6	39693.2	30748	33724.8	29686.9	29793.3	30435.1	31504.3	28657	31079.7	27153.4	24478.6	30077.8	28304.7		
P68871	P68871		HBB		880816	933532	865482	803685	902455	1.04721e+06	960484	855656	854679	927992	856500	749185	852055	806954	797720	728606	779808	867341	777474	834734	957614	988553	1.0368e+06	1.10212e+06		
P69905	P69905		HBA1		367701	377987	354075	345756	387663	372190	390494	417452	359804	414499	445007	401202	436846	415642	419609	422317	417672	448443	438482	430053	423195	421009	425328	439644		
P78330	P78330		PSPH		61237.7	52477.4	66843.6	73326.7	39752.9	35361.2	58743.2	64654.3	58250.2	56732.6	60889.6	68432.6	65851.5	55077.4	58573.5	69086.8	69805.1	42415.5	64870.4	53261.3	49318.8	59516.8	55426.7	49681.6		
P78344	P78344		EIF4G2		92874.6	94544.2	84931.5	84242.5	87077.1	86393.9	98029	80029.5	100260	88242.3	84146.1	78884.3	91367.4	90039.8	84822	67747.3	89756.4	84320.1	79188	89989.7	71010.6	66016	75335	81783.8		
P78347	P78347		GTF2I		38082.5	39095.8	46618.5	47450	43492.7	40558.7	45965.7	43962.9	43829.2	48262.1	45740.1	48333.3	43632.7	48123.3	44845.9	47898.7	46675.5	43697.5	43710.8	47469.2	37300.9	40744.9	44433.6	44640.7		
P78371	P78371		CCT2		220425	223818	239789	239226	186926	193616	196186	201957	211592	206543	212865	214021	215841	206175	227622	227538	214829	211075	229231	219939	202476	208298	220028	209465		
P78417	P78417		GSTO1		159434	157507	174149	167066	150074	153784	166997	143771	165423	143634	141810	144843	146152	149979	149291	139659	142577	146721	155691	151605	140299	142972	154291	148325		
P78527	P78527		PRKDC		233172	226978	233537	238035	217941	220220	227324	220180	233359	221445	223602	225320	226074	221805	224677	223304	220671	219889	228766	224266	213956	223147	219819	214788		
P80723	P80723		BASP1		274418	276953	276261	265531	280547	284191	277018	274667	267604	282772	273850	272690	283630	284643	285349	283768	288506	283854	289568	274414	296501	291264	292930	294264		
P82675	P82675		MRPS5		230872	254769						161513				146827	156806	165320	172257	174065	174548	177177	185032	175040		128678	129905	130798		
P82970	P82970		HMGN5		119784	120092	128943	124322	120896	113934	124371	106544	124826	120370	108738	106719	93669.5	95005.7	95433.9	100064	93434.7	101087	98939.7	91564.3	112573	113951	107438	113984		
P82979	P82979		SARNP		83520.3	74504.7	84222.2	74018.9	71204.2	81758.5	82990.3	82059.3	70130.8	84423.8	79544.4	80493.5	80535.6	73353.1	70630.4	81232	71959.6	74716.7	80286.5	79395.2	76411.3	82303.3	90166.3	80638.2		
P83731	P83731		RPL24		227814	216584	229572	223123	235451	236869	233879	207275	225594	196627	193724	196907	198722	199244	205437	192801	198224	194417	190225	201977	210221	200983	199409	205785		
P83881	P83881		RPL36A		331574	345732	332726	328581	363753	368930	356984	326328	352024	336169	344807	340531	334212	360640	354639	359311	366588	354838	387027	362666	400070	362162	364280	371979		
P84085	P84085		ARF5		43212	38537.6	36173.5	41914	39430.1	36736.9	38441.1	39409.7	36057	35716.3	36857.8	35067.7	26296	28529.7	27380.2	32613	27959	29257.3	27684.3	27808.2	40497.1	33562.5	40385.7	43696.5		
P84090	P84090		ERH		246029	256385	228900	241115	240326	241676	256284	265674	238223	255468	270592	268077	275627	277642	273880	274720	256795	271762	285796	289344	280706	277294	272984	284168		
P84098	P84098		RPL19		897846	859067	887053	898234	894752	864771	912858	633842	895097	629934	660282	627332	756964	790113	791736	764972	765643	815112	777644	788583	770157	758369	749961	755236		
P84103	P84103		SRSF3		256576	248469	251339	251961	248892	238824	251867	200790	245854	202077	208175	203645	221361	229291	229852	232138	236344	230518	236044	227178	236115	226423	222936	229252		
P99999	P99999		CYCS		36999.3	30153.2	37183.1	36372.9	50167.3	31239.2	34419.9	38000.7	38745.6	41792.6	42789	45785.4	37637.4	40081.4	39629.6	38111.2	37781.3	31968.4	38691.5	36554	41931.8	47587.5	51136	44221.6		
Q00325	Q00325		SLC25A3		272361	261894	307761	289658	271636	258616	283829	282976	274296	296861	305372	289948	296217	296336	312345	315620	314084	280861	319061	293532	257838	250303	252702	261627		
Q00610	Q00610		CLTC		178237	186798	180078	180098	184235	186760	179173	178145	176861	179697	180935	171887	162448	155068	164724	158213	163471	157422	161801	165166	183640	175342	172179	176502		
Q00688	Q00688		FKBP3		64431.9	75268.8	62678	66707.8	51585.8	60801.7	60904.2	80387.2	66206.5	84011.7	82031	79912.3	57775.8	55855.4	54049.5	59521.6	57404.5	62149.1	54542.6	61629.9	119421	116544	113010	124207		
Q00765	Q00765		REEP5		69390.5	72627.4	63031.2	75221.8	60462.5	67972.6	72546.6	78500.3	70062.5	88175.3	81542.7	72945.8	89137.5	80929.7	82527.2	85895.8	81641.4	81172.3	79669.2	77623	76751.7	70718.5	67199.6	76181.3		
Q00796	Q00796		SORD		112590	123026	130520	128220	123036	111965	115918	138875	120121	136670	130077	130549	135010	124603	135145	131005	129966	119564	125071	121129	124346	136205	139613	128657		
Q00839	Q00839		HNRNPU		647205	640536	652336	651415	596779	635205	624713	694808	669182	710760	706152	715614	701416	691506	701656	689513	698932	698522	706075	698251	686016	651708	653428	658741		
Q01081	Q01081		U2AF1		218297	218065	198612	204248	209842	210437	196345	190845	220064	177964	189910	188921	192672	173981	183471	183658	164226	175157	173130	172847	187036	185177	178315	181436		
Q01082	Q01082		SPTBN1		76876	75458.8	79867.7	78633.8	77355.7	75083.3	73854.6	75362.4	74705.5	77286.4	74521.4	73964.2	71368.9	71791.6	72912	75135	71210.8	68428.5	73281.1	76689	73297.9	73113.8	70579.6	74485.8		
Q01085	Q01085		TIAL1		21823.1	22524.1	24918.1	22115.7	21986.3	21071.6	17382.2	11166.4	21611.3	12831	11162.2	12732.6	30004.9	28734.9	30070.1	29800.8	30014.2	31880.8	29921.1	32360.9	24158.9	23977.1	26186.7	25956.6		
Q01105	Q01105		SET		342613	343713	321621	310888	373714	342431	346862	430692	349191	456021	445787	451281	383851	383363	380658	354475	376607	389221	425111	397768	439934	419810	367611	412660		
Q01130	Q01130		SRSF2		286416	286854	277902	288729	320309	309370	298417	278266	310265	283631	278205	261552	331178	338016	329345	326449	363976	320590	348507	334936	359077	356631	346973	358806		
Q01469	Q01469		FABP5		84601	87771	75963.4	76853.8	79116.7	77853.9	74816.7	74291.1	81931.1	81783.5	69555.8	74815.5	92672	77925.5	86517	82821.1	91907.5	87374.6	93132.8	88789.4	76980	80759	73194.3	79568.6		
Q01484	Q01484		ANK2		3309.83	2720.91	3009.19	3605.79	2724.85	3532.51	4461.86	2179.58	3029.43	1993.18	2355.12			6097.16		5529.68	6506.79		6100.36	4344.73	5075.19	5438.17	6505.15	5634.96		
Q01518	Q01518		CAP1		207251	199425	202814	213042	184064	192582	203648	212957	214157	211317	217941	225708	222791	216460	219622	228620	218239	218239	225202	213729	213969	221207	223031	227097		
Q01650	Q01650		SLC7A5		238745	315526	277016	265863	284649	282236	268855	278161	252818	278266	269808	259743	249329	260117	255636	273111	274585	275844	259855	261241	247839	255912	254035	245760		
Q01813	Q01813		PFKP		173337	184956	180982	174607	184398	180035	178530	179521	173096	181767	177084	177905	165519	157293	155019	148847	171402	156633	159795	138255	186810	164826	176569	167346		
Q02218	Q02218		OGDH		18590	21292.1		18928.8	22284.2	22515.7	22027.3	26678.7	19379.7	26734.7	24183.7	32085	30588.6	28420.1	31492.6	26246.8	28590.4	29863.9	26577.3	26488.9	20129.4	19417.7	21659.9	21046.3		
Q02539	Q02539		H1-1			40731.7											60059.2	63508.7	57098.4				55562.7							
Q02543	Q02543		RPL18A		241054	243684	234838	229344	238573	244568	228165	291346	240462	298233	293502	295888	266785	266613	262511	269378	267474	266837	270656	263179	255294	265493	260204	262649		
